gene,pvalue,padj,logFC
LOC101890847,0.959400755,0.999855404,2.63E-06
LOC101889998,0.230368351,0.99569125,-4.34E-06
LOC105262084,0.7804655,0.99569125,-6.49E-07
LOC101891192,0.591125764,0.99569125,-2.01E-06
LOC101891362,0.72134904,0.99569125,1.54E-06
LOC101891539,0.912394129,0.99967947,-8.93E-06
LOC101891714,0.402181488,0.99569125,3.91E-06
LOC101892403,0.540374345,0.99569125,1.43E-06
LOC101892231,0.144522243,0.99569125,1.60E-05
LOC105262086,0.074192561,0.99569125,3.31E-06
LOC101892059,0.868487133,0.997275656,8.63E-07
LOC101892573,0.616500506,0.99569125,-3.91E-07
LOC101891883,0.126114139,0.99569125,-3.07E-05
LOC101892919,0.287568885,0.99569125,2.54E-06
LOC105262085,0.290803153,0.99569125,1.78E-06
LOC105262087,0.669339387,0.99569125,8.71E-07
LOC101893095,0.934105498,0.999855404,2.00E-06
LOC101893269,0.698615935,0.99569125,-8.76E-07
LOC101895266,0.890916861,0.998349638,-2.71E-07
LOC101893437,0.766490784,0.99569125,-2.09E-06
LOC101893602,0.431937208,0.99569125,-2.51E-06
LOC101893771,0.742773428,0.99569125,3.02E-06
LOC101893940,0.494854782,0.99569125,1.98E-06
LOC101894114,0.564438724,0.99569125,3.75E-06
LOC101895436,0.804373348,0.99569125,7.76E-07
LOC101894282,0.886514451,0.997763859,3.46E-07
LOC101894446,0.786532938,0.99569125,4.99E-07
LOC101894608,0.705755086,0.99569125,9.24E-06
LOC101895092,0.532969845,0.99569125,-1.56E-05
LOC101895615,0.808826474,0.99569125,-1.78E-07
LOC101895963,0.977699761,0.999973094,-3.68E-08
LOC101896128,0.971835315,0.999973094,-4.79E-07
LOC101896299,0.999916783,0.999973094,8.47E-09
LOC101896471,0.531542594,0.99569125,-1.48E-06
LOC101896832,0.590739896,0.99569125,-4.29E-06
LOC101896652,0.535975835,0.99569125,4.76E-06
LOC101897245,0.315980447,0.99569125,4.83E-06
LOC101897424,0.509631178,0.99569125,-2.06E-06
LOC101898096,0.409065305,0.99569125,-1.39E-06
LOC109613436,0.479593563,0.99569125,-7.45E-07
LOC101897592,0.649556095,0.99569125,-2.99E-06
LOC101897767,0.257562497,0.99569125,5.71E-06
LOC101897928,0.853167731,0.99569125,-4.61E-07
LOC101898794,0.299171946,0.99569125,-1.39E-05
LOC101900104,0.658239445,0.99569125,-1.25E-06
LOC101900278,0.400071065,0.99569125,-2.29E-06
LOC101898965,0.707881834,0.99569125,-9.16E-07
LOC101900442,0.879249388,0.997763859,2.90E-06
LOC101899140,0.21281867,0.99569125,1.73E-05
LOC101899314,0.263576088,0.99569125,8.10E-06
LOC101899490,0.516768592,0.99569125,1.41E-06
LOC101899649,0.811812232,0.99569125,-7.98E-07
LOC101900619,0.502937957,0.99569125,-3.54E-06
LOC101900803,0.236560613,0.99569125,-1.26E-06
LOC101899932,0.672758242,0.99569125,-3.74E-07
LOC101900978,0.564789925,0.99569125,1.15E-06
LOC101901152,0.564789925,0.99569125,1.15E-06
LOC101901596,0.326512966,0.99569125,4.75E-06
LOC101901431,0.001459161,0.567085526,0.650127435
LOC101887241,0.050407261,0.99569125,1.19E-06
LOC101887588,0.596855157,0.99569125,1.45E-06
LOC101888088,0.629035447,0.99569125,7.25E-07
LOC101888438,0.620889621,0.99569125,-9.83E-07
LOC101888266,0.095625265,0.99569125,1.15E-06
LOC101888723,0.197594483,0.99569125,3.18E-06
LOC109613439,0.169959807,0.99569125,-3.73E-06
LOC101889085,0.284813879,0.99569125,1.93E-06
LOC101889434,0.113244207,0.99569125,-1.53E-06
LOC109613438,0.744294886,0.99569125,2.74E-07
LOC109613440,NA,NA,6.57E-07
LOC109613443,0.182590206,0.99569125,2.31E-06
LOC101889941,0.272577545,0.99569125,2.97E-06
LOC101890106,0.943847385,0.999855404,5.01E-07
LOC101892120,0.13307665,0.99569125,6.00E-06
LOC101890268,0.59219233,0.99569125,-5.08E-07
LOC101892288,0.576322686,0.99569125,-5.63E-07
LOC101892457,0.642832924,0.99569125,1.07E-06
LOC101892632,0.144551675,0.99569125,3.47E-06
LOC101892808,0.391276356,0.99569125,1.40E-06
LOC101890443,0.423617511,0.99569125,-2.80E-07
LOC101890611,0.48984593,0.99569125,-2.58E-06
LOC105262090,NA,NA,1.43E-07
LOC101892979,0.144813851,0.99569125,-1.99E-06
LOC101890899,0.916961096,0.999855404,-1.33E-07
LOC101891073,0.541084995,0.99569125,-1.73E-06
LOC101891247,0.815437692,0.99569125,-6.09E-07
LOC101893492,0.931957051,0.999855404,3.84E-07
LOC101893658,0.209121585,0.99569125,6.66E-05
LOC101894342,0.371475855,0.99569125,7.38E-06
LOC101894505,0.423247785,0.99569125,-3.29E-06
LOC101894667,0.550698682,0.99569125,-2.23E-07
LOC101894824,0.985840179,0.999973094,1.14E-08
LOC105262092,0.041866587,0.99569125,-2.92E-06
LOC101895093,0.278321675,0.99569125,-0.000448762
LOC101895743,0.516230789,0.99569125,-4.56E-06
LOC101895388,0.24492127,0.99569125,5.41E-06
LOC101895921,0.528825485,0.99569125,-5.98E-07
LOC101895567,0.191219168,0.99569125,-1.51E-06
LOC101896089,0.035276322,0.99569125,3.33E-06
LOC109613447,0.974842807,0.999973094,2.68E-08
LOC101896245,0.908528171,0.999305601,2.28E-05
LOC101897646,0.503186371,0.99569125,5.60E-07
LOC101896415,0.261655656,0.99569125,8.26E-06
LOC101896593,0.713671593,0.99569125,-7.67E-07
LOC101897820,0.308377018,0.99569125,-5.76E-06
LOC101896776,0.02559717,0.99569125,-3.29E-06
LOC101896945,0.064972001,0.99569125,-2.92E-06
LOC101897981,0.386841973,0.99569125,1.25E-06
LOC101898157,0.396714328,0.99569125,3.76E-06
LOC101898332,0.007505292,0.919413397,-3.72E-06
LOC101898509,0.371036553,0.99569125,-6.28E-06
LOC101898678,0.388335469,0.99569125,4.29E-06
LOC101898844,0.26704074,0.99569125,-5.40E-06
LOC101899377,0.531220734,0.99569125,-2.24E-06
LOC101899196,0.633791693,0.99569125,-3.10E-06
LOC101899025,0.193855907,0.99569125,5.34E-06
LOC101900443,0.385320996,0.99569125,-2.32E-06
LOC101899650,0.726690086,0.99569125,-3.49E-07
LOC101899818,0.737367818,0.99569125,1.52E-06
LOC101900105,0.441652328,0.99569125,4.62E-06
LOC105262093,0.315914304,0.99569125,-1.50E-06
LOC101901485,0.467364131,0.99569125,-5.81E-06
LOC101901765,0.840894677,0.99569125,-1.24E-06
LOC105262095,0.47606483,0.99569125,2.83E-06
LOC101887974,0.319411459,0.99569125,-4.49E-06
LOC101888782,0.796569524,0.99569125,-1.62E-07
LOC101888319,0.282990197,0.99569125,-1.56E-06
LOC101889142,0.909694332,0.999512646,3.02E-07
LOC101888492,0.01432359,0.99569125,-2.67E-06
LOC101889493,0.402279291,0.99569125,8.92E-07
LOC101889770,0.421774547,0.99569125,8.48E-06
LOC101890161,0.29497926,0.99569125,6.59E-05
LOC101890335,0.186879642,0.99569125,-2.95E-06
LOC101890723,0.554468237,0.99569125,9.03E-07
LOC105262096,0.779531471,0.99569125,-6.78E-06
LOC101891248,0.778690646,0.99569125,-4.45E-07
LOC101891423,0.927351142,0.999855404,2.59E-06
LOC101892515,0.052987682,0.99569125,1.00E-05
LOC101891603,0.651754333,0.99569125,-1.38E-06
LOC101891775,0.720655008,0.99569125,-9.06E-07
LOC101891946,0.306932557,0.99569125,5.35E-06
LOC101892232,0.902450038,0.99850759,1.06E-06
LOC101892690,0.836918865,0.99569125,3.47E-07
LOC101892867,0.976980872,0.999973094,-1.97E-08
LOC101893158,0.707121984,0.99569125,-3.45E-06
LOC101893320,0.770416626,0.99569125,-7.15E-07
LOC101893659,0.183276773,0.99569125,-3.68E-06
LOC101893822,0.777451505,0.99569125,1.68E-06
LOC101893996,0.899408648,0.99850759,-2.70E-06
LOC109613456,0.845656194,0.99569125,2.34E-07
LOC101894343,0.424264761,0.99569125,-3.65E-06
LOC101894609,0.497970698,0.99569125,-4.05E-06
LOC101894767,0.1084781,0.99569125,-9.20E-06
LOC101895094,0.275272563,0.99569125,3.50E-06
LOC101894931,0.579597796,0.99569125,-2.11E-06
LOC101895267,0.316331151,0.99569125,6.72E-06
LOC101895437,0.91122664,0.999668013,-1.30E-07
LOC101895616,0.649661677,0.99569125,-2.76E-06
LOC101895791,0.776134739,0.99569125,-5.06E-07
LOC101896777,0.285645003,0.99569125,-3.35E-06
LOC101896946,0.766287155,0.99569125,1.34E-06
LOC101895964,0.782977014,0.99569125,-1.57E-06
LOC101896129,0.611244014,0.99569125,1.53E-06
LOC101896300,0.37102132,0.99569125,1.63E-05
LOC101896594,0.733630661,0.99569125,-9.36E-07
LOC101897305,0.544301265,0.99569125,-5.08E-07
LOC101897647,0.076871698,0.99569125,-1.80E-06
LOC101897982,0.763078299,0.99569125,-3.08E-07
LOC105262098,0.848312503,0.99569125,-1.14E-07
LOC109613458,0.645298591,0.99569125,-6.19E-07
LOC101898620,0.407191783,0.99569125,-3.93E-06
LOC101898795,0.326100272,0.99569125,3.33E-06
LOC101898966,0.368354526,0.99569125,3.02E-05
LOC101899141,0.605200935,0.99569125,-6.69E-07
LOC101899315,0.706496067,0.99569125,-1.44E-06
LOC101899819,0.713277233,0.99569125,3.37E-07
LOC101899651,0.718073019,0.99569125,5.61E-06
LOC101900686,0.499182157,0.99569125,2.51E-06
LOC101900864,0.611718069,0.99569125,-1.63E-06
LOC101901038,0.971941265,0.999973094,5.19E-07
LOC101887589,0.931929119,0.999855404,-1.20E-07
LOC101901323,0.62305637,0.99569125,3.09E-06
LOC101901707,0.884567102,0.997763859,-4.89E-05
LOC101887242,0.355863484,0.99569125,6.19E-06
LOC101887413,0.940768173,0.999855404,-2.14E-07
LOC101887917,0.250757787,0.99569125,2.10E-06
LOC101888089,0.6225605,0.99569125,1.32E-06
LOC101888664,0.143031451,0.99569125,9.40E-07
LOC101888493,0.689419066,0.99569125,1.79E-06
LOC101888840,0.860362739,0.995703468,-2.29E-07
LOC101889018,0.37856347,0.99569125,-9.96E-07
LOC101889546,0.189638587,0.99569125,-1.62E-06
LOC101889372,0.443662401,0.99569125,-6.31E-07
LOC101889196,0.684241433,0.99569125,2.29E-06
LOC101889712,0.194505601,0.99569125,6.04E-05
LOC109613459,0.851240827,0.99569125,1.43E-07
LOC101891776,0.886199364,0.997763859,-6.07E-08
LOC101890383,0.439901587,0.99569125,2.97E-06
LOC101891604,0.256104027,0.99569125,-3.43E-06
LOC101890958,0.226081262,0.99569125,5.24E-06
LOC101890783,0.929787312,0.999855404,-3.92E-07
LOC101891947,0.482366697,0.99569125,-1.78E-06
LOC105262099,0.407502684,0.99569125,-1.15E-06
LOC101892121,0.645747316,0.99569125,-2.20E-07
LOC109611608,0.931115795,0.999855404,-1.05E-05
LOC101892289,0.419849023,0.99569125,-2.67E-06
LOC101891424,0.846821412,0.99569125,8.02E-07
LOC101892458,0.19477902,0.99569125,-8.48E-06
LOC101892809,0.598998548,0.99569125,-1.55E-07
LOC101893438,0.426821857,0.99569125,1.85E-06
LOC101892980,0.043594595,0.99569125,-3.65E-06
LOC101893159,0.586608052,0.99569125,-1.22E-06
LOC101893603,0.436116649,0.99569125,-2.07E-06
LOC101893877,0.954797696,0.999855404,-9.75E-08
LOC101894226,0.541825168,0.99569125,-4.44E-07
LOC101894397,0.284332412,0.99569125,-4.91E-06
LOC101895568,0.879400944,0.997763859,-1.13E-07
LOC101894991,0.817653396,0.99569125,1.93E-06
LOC101897004,0.135401756,0.99569125,9.92E-07
LOC101895744,0.640531978,0.99569125,-9.24E-05
LOC101896472,0.646245286,0.99569125,-3.00E-06
LOC101896833,0.855258108,0.99569125,-3.83E-07
LOC101897180,0.017065627,0.99569125,-2.00E-06
LOC101897357,0.770009587,0.99569125,-5.76E-07
LOC101897524,0.726144532,0.99569125,-2.86E-06
LOC101897698,0.705639446,0.99569125,-4.21E-07
LOC101897868,0.805530312,0.99569125,5.42E-07
LOC101898159,0.399417642,0.99569125,2.55E-05
LOC101898334,0.997512317,0.999973094,1.41E-08
LOC101898511,0.616532222,0.99569125,3.82E-06
LOC101898796,0.594403182,0.99569125,-1.24E-06
LOC101898967,0.300826116,0.99569125,4.32E-06
LOC101899248,0.074215079,0.99569125,-7.32E-06
LOC101900444,0.373879939,0.99569125,-1.14E-06
LOC101900621,0.876076696,0.997757351,1.07E-07
LOC101899933,0.942757777,0.999855404,-8.88E-08
LOC101900106,0.10508113,0.99569125,-1.14E-06
LOC101900280,0.000285765,0.266354534,-4.49E-06
LOC101900805,0.154467071,0.99569125,3.53E-06
LOC101900980,0.561430919,0.99569125,1.24E-06
LOC101901154,0.617287534,0.99569125,7.31E-07
LOC101901324,0.131517522,0.99569125,6.33E-06
LOC109613476,0.515548597,0.99569125,5.93E-07
LOC101901648,0.594403175,0.99569125,-7.89E-06
LOC101887522,0.053366906,0.99569125,-3.14E-06
LOC101888841,0.00161801,0.567085526,-6.12E-06
LOC101889019,0.073653874,0.99569125,-1.94E-06
LOC101887694,0.559954905,0.99569125,-1.46E-06
LOC101887858,0.13665312,0.99569125,-3.97E-06
LOC101888208,0.092069641,0.99569125,5.04E-06
LOC101888026,0.168898775,0.99569125,-4.80E-06
LOC101888665,0.676748697,0.99569125,5.60E-06
LOC101888377,0.930233831,0.999855404,-1.59E-06
LOC105262105,0.30323966,0.99569125,-7.41E-07
LOC101889884,0.946053814,0.999855404,1.78E-07
LOC101890050,0.626629472,0.99569125,2.96E-07
LOC101891193,0.49467079,0.99569125,2.48E-07
LOC105262106,0.618479938,0.99569125,-1.19E-07
LOC101890208,0.131743144,0.99569125,-5.85E-06
LOC101890384,0.129103725,0.99569125,-8.31E-07
LOC101890848,0.89608248,0.99850759,-1.93E-06
LOC101891363,0.795118157,0.99569125,-2.77E-06
LOC101891540,0.334267613,0.99569125,-1.48E-06
LOC101891715,0.650036083,0.99569125,-1.22E-06
LOC101893997,0.206303545,0.99569125,1.51E-05
LOC101892060,0.569107474,0.99569125,4.03E-06
LOC101891884,0.088343766,0.99569125,3.85E-06
LOC105262107,0.816056626,0.99569125,3.77E-07
LOC101892348,0.868352549,0.997275656,-5.19E-07
LOC101892516,0.773938862,0.99569125,-1.84E-06
LOC101892981,0.437605411,0.99569125,-7.53E-06
LOC101892810,0.68564767,0.99569125,-1.00E-06
LOC101893160,0.441673401,0.99569125,-9.78E-07
LOC101893321,0.76941375,0.99569125,1.14E-06
LOC101893823,0.968558778,0.999855404,2.73E-07
LOC101893660,0.888776101,0.998081559,-3.75E-07
LOC101893493,0.110583606,0.99569125,6.88E-06
LOC101894344,0.029459401,0.99569125,-9.40E-06
LOC109613483,0.521996493,0.99569125,1.00E-06
LOC101894668,0.403862785,0.99569125,5.11E-06
LOC105262108,0.202894213,0.99569125,-2.88E-06
LOC101894992,0.735080214,0.99569125,-7.80E-07
LOC109613485,0.419577623,0.99569125,-1.97E-06
LOC101895617,0.435426592,0.99569125,-6.13E-07
LOC101895792,0.626342114,0.99569125,-1.53E-06
LOC101895438,0.835148377,0.99569125,-4.81E-07
LOC101896595,0.790244845,0.99569125,7.06E-05
LOC101896416,0.622321167,0.99569125,1.12E-06
LOC101896778,0.967825275,0.999855404,-2.17E-06
LOC101896947,0.327766092,0.99569125,7.13E-06
LOC101897525,0.685540094,0.99569125,-1.56E-07
LOC101897358,0.504710097,0.99569125,1.81E-05
LOC101897699,0.23492091,0.99569125,-3.51E-06
LOC101897869,0.189796191,0.99569125,-2.17E-06
LOC101898034,0.440406244,0.99569125,-1.61E-06
LOC101898210,0.652147505,0.99569125,-1.51E-06
LOC101898679,0.76569287,0.99569125,-3.23E-06
LOC101901209,0.628511586,0.99569125,2.25E-07
LOC101901373,0.821198264,0.99569125,3.07E-07
LOC101901708,0.476600016,0.99569125,1.22E-06
LOC101899026,0.058027743,0.99569125,3.60E-06
LOC101899197,0.888012509,0.997763859,-3.29E-06
LOC101899706,0.249261849,0.99569125,6.07E-06
LOC101888267,0.463413397,0.99569125,4.90E-06
LOC101899879,0.569624982,0.99569125,-3.50E-06
LOC105262112,0.536397792,0.99569125,3.99E-07
LOC101888439,0.101388426,0.99569125,-5.55E-06
LOC101888783,0.186154555,0.99569125,-2.61E-06
LOC101888960,0.883528534,0.997763859,1.21E-07
LOC101889143,0.737167896,0.99569125,1.81E-07
LOC101889319,0.731164408,0.99569125,-1.61E-07
LOC101889602,0.70695587,0.99569125,-2.07E-07
LOC101890107,0.501215793,0.99569125,2.98E-06
LOC101890269,0.415465572,0.99569125,3.85E-06
LOC101890444,0.883901523,0.997763859,4.72E-07
LOC101890612,0.058858406,0.99569125,6.14E-06
LOC101890784,0.059473542,0.99569125,-2.02E-07
LOC101890959,0.113760798,0.99569125,2.62E-05
LOC101891132,0.877413314,0.997757351,1.12E-06
LOC101891833,0.144826686,0.99569125,1.93E-06
LOC101891481,0.191827374,0.99569125,3.07E-06
LOC101892008,0.365372487,0.99569125,-8.86E-07
LOC101891663,0.959208613,0.999855404,-5.45E-08
LOC101893878,0.356740271,0.99569125,-7.23E-06
LOC101892868,0.281855648,0.99569125,7.03E-07
LOC101893037,0.449268776,0.99569125,-9.51E-07
LOC101893439,0.469905301,0.99569125,1.03E-06
LOC101893604,0.655670685,0.99569125,-4.95E-07
LOC101894053,0.437732128,0.99569125,3.51E-06
LOC101894883,0.753841093,0.99569125,-2.34E-07
LOC101894398,0.587069366,0.99569125,1.82E-06
LOC101894564,0.130691708,0.99569125,-2.70E-06
LOC101895217,0.615319943,0.99569125,-5.29E-07
LOC101895046,0.276595186,0.99569125,6.55E-06
LOC101895390,0.542984536,0.99569125,2.28E-05
LOC101896654,0.098377777,0.99569125,-9.55E-07
LOC101897005,0.600232913,0.99569125,-8.18E-07
LOC101896834,0.33392729,0.99569125,2.33E-07
LOC101897359,0.599295953,0.99569125,-1.85E-06
LOC101897526,0.221174755,0.99569125,2.24E-06
LOC101897700,0.947477337,0.999855404,-1.96E-07
LOC101898211,0.877501321,0.997757351,-9.71E-07
LOC101898383,0.486949712,0.99569125,-1.45E-05
LOC101898680,0.231726843,0.99569125,3.75E-06
LOC101898968,0.784063284,0.99569125,-9.97E-07
LOC109613512,0.436681101,0.99569125,-2.21E-06
LOC101899316,0.495300107,0.99569125,6.94E-07
LOC101899142,NA,NA,1.95E-06
LOC101899652,0.595708806,0.99569125,4.27E-06
LOC101899989,0.690594075,0.99569125,6.58E-05
LOC101899820,0.23080451,0.99569125,-1.06E-06
LOC101900164,0.576387497,0.99569125,-0.000229681
LOC101900338,0.481300096,0.99569125,3.48E-06
LOC101900866,0.832794685,0.99569125,9.69E-08
LOC101901040,0.631025978,0.99569125,-1.19E-06
LOC101900509,0.563070071,0.99569125,2.06E-06
LOC101901210,0.775462624,0.99569125,1.84E-06
LOC101900687,0.991300447,0.999973094,4.75E-08
LOC101901709,0.292982244,0.99569125,6.22E-06
LOC101887756,0.461004562,0.99569125,4.04E-06
LOC101887591,0.904797284,0.99850759,1.98E-06
LOC101887919,0.745679483,0.99569125,-1.53E-06
LOC101888091,0.283542069,0.99569125,3.78E-06
LOC101888268,0.237653728,0.99569125,-4.36E-06
LOC101888784,0.097055455,0.99569125,-9.84E-06
LOC101888961,0.866144643,0.997275656,-9.35E-07
LOC101889260,0.668295302,0.99569125,-9.68E-07
LOC101889435,0.371053698,0.99569125,4.12E-06
LOC101889603,0.175681652,0.99569125,6.22E-06
LOC101890613,0.628129873,0.99569125,-5.19E-07
LOC101890108,0.741439632,0.99569125,1.15E-06
LOC101890785,0.659844856,0.99569125,-4.58E-06
LOC101890270,0.694722411,0.99569125,-1.71E-06
LOC101891133,0.880577498,0.997763859,7.79E-07
LOC101891305,0.644973128,0.99569125,-6.56E-07
LOC101890445,0.282568724,0.99569125,5.56E-06
LOC101891482,0.706581145,0.99569125,-1.87E-07
LOC101891664,0.680254563,0.99569125,1.83E-06
LOC101891834,0.901255749,0.99850759,4.97E-07
LOC101892350,0.873037734,0.99769391,-6.88E-07
LOC101892811,0.805081991,0.99569125,1.69E-08
LOC101892518,0.307569782,0.99569125,3.10E-06
LOC101893161,0.527952058,0.99569125,6.37E-06
LOC101893494,0.506628894,0.99569125,-4.62E-06
LOC101893661,0.194517006,0.99569125,-6.98E-06
LOC101893941,0.469120661,0.99569125,-4.18E-07
LOC101895268,0.979447773,0.999973094,-4.47E-08
LOC101896090,0.175699506,0.99569125,-9.18E-07
LOC101895793,0.055199146,0.99569125,-2.36E-06
LOC101895966,0.064371771,0.99569125,-2.25E-06
LOC101896417,0.51438562,0.99569125,-1.13E-06
LOC101896596,0.390363477,0.99569125,9.95E-07
LOC101896779,0.425814994,0.99569125,-2.85E-06
LOC101896948,0.794755362,0.99569125,-1.08E-06
LOC101897124,0.543670835,0.99569125,-1.23E-06
LOC101898275,0.955661487,0.999855404,-2.65E-06
LOC101897929,0.867555711,0.997275656,2.09E-06
LOC101897306,0.367802014,0.99569125,3.04E-06
LOC101898097,0.44039248,0.99569125,-7.11E-07
LOC101893270,0.064709347,0.99569125,2.03E-07
LOC101893440,0.007025542,0.883251774,4.51E-06
LOC105262119,0.597866119,0.99569125,1.39E-06
LOC101898797,0.598757406,0.99569125,7.54E-08
LOC105262120,0.328238535,0.99569125,-1.58E-06
LOC101898969,0.286806716,0.99569125,1.85E-06
LOC101893605,0.032138244,0.99569125,4.21E-06
LOC101893942,0.267335516,0.99569125,-7.25E-06
LOC101899143,0.161659768,0.99569125,2.93E-06
LOC101894284,0.989211485,0.999973094,8.92E-07
LOC101899317,0.790126636,0.99569125,-4.86E-06
LOC101899493,0.541763637,0.99569125,1.18E-06
LOC101899821,0.798522699,0.99569125,-9.72E-07
LOC101899990,0.515985393,0.99569125,-6.26E-06
LOC101900339,0.291120813,0.99569125,3.03E-06
LOC101900165,0.535717386,0.99569125,2.83E-06
LOC101900510,0.986440928,0.999973094,-1.03E-06
LOC101894448,0.699325091,0.99569125,-2.72E-07
LOC101894611,0.841296664,0.99569125,9.14E-06
LOC101900688,0.633858573,0.99569125,5.01E-05
LOC101900867,0.196198235,0.99569125,-7.61E-06
LOC101894769,0.611476124,0.99569125,-1.54E-06
LOC101901041,0.379999918,0.99569125,-3.39E-06
LOC101901211,0.436853917,0.99569125,1.97E-06
LOC101894933,0.704236892,0.99569125,3.64E-07
LOC101901597,0.914843504,0.999833926,1.78E-05
LOC101901766,0.740641681,0.99569125,-3.28E-07
LOC101887302,0.152866671,0.99569125,-8.34E-06
LOC101887469,0.964870181,0.999855404,1.80E-06
LOC101887646,0.270437711,0.99569125,5.94E-06
LOC101895096,0.741771009,0.99569125,-2.87E-07
LOC101895269,0.59336993,0.99569125,-4.69E-07
LOC101895440,0.284995189,0.99569125,-8.01E-07
LOC101887812,0.654691683,0.99569125,2.54E-06
LOC109613519,0.866649359,0.997275656,-2.02E-07
LOC101887975,NA,NA,-3.50E-07
LOC101888320,0.033308247,0.99569125,-2.24E-06
LOC101888494,0.159013961,0.99569125,-7.87E-07
LOC101888842,0.9962518,0.999973094,-9.04E-07
LOC101889020,0.599906499,0.99569125,6.16E-07
LOC101889198,0.552256642,0.99569125,-1.25E-06
LOC101889374,0.435904887,0.99569125,-7.70E-07
LOC101889653,NA,NA,6.39E-08
LOC101889828,0.244503012,0.99569125,3.10E-06
LOC101890336,0.152164618,0.99569125,6.28E-06
LOC101890505,0.717939654,0.99569125,2.85E-06
LOC101890676,0.513273164,0.99569125,3.02E-06
LOC101890849,0.55020005,0.99569125,3.27E-06
LOC101891021,0.456530067,0.99569125,-1.41E-06
LOC101891134,0.447887859,0.99569125,4.46E-06
LOC101891306,0.116722901,0.99569125,-1.15E-05
LOC101891605,0.198246375,0.99569125,2.56E-06
LOC101891885,0.98024562,0.999973094,2.69E-06
LOC101896655,0.877576664,0.997757351,5.42E-07
LOC101896835,0.110844654,0.99569125,-3.95E-06
LOC101892182,0.763936771,0.99569125,2.19E-06
LOC101892459,0.633709415,0.99569125,-1.21E-06
LOC101892634,0.414161932,0.99569125,-2.22E-06
LOC101897006,0.124041423,0.99569125,3.15E-06
LOC101892812,0.108882554,0.99569125,9.50E-06
LOC101897182,0.097952533,0.99569125,8.43E-07
LOC101897822,0.684761675,0.99569125,-1.02E-06
LOC101897360,0.700101973,0.99569125,-7.23E-07
LOC101898160,0.378460233,0.99569125,4.59E-06
LOC101898335,0.877214164,0.997757351,5.30E-06
LOC101898512,0.21100148,0.99569125,4.02E-06
LOC101898681,0.969863928,0.999973094,7.76E-07
LOC101898970,0.143046931,0.99569125,4.63E-05
LOC101899318,0.698746663,0.99569125,-1.32E-06
LOC101899494,0.509305513,0.99569125,-3.74E-06
LOC101899653,0.999955859,0.999973094,3.65E-07
LOC101900047,0.332063989,0.99569125,-1.54E-06
LOC101900219,0.579200549,0.99569125,-1.66E-06
LOC101888441,0.918951087,0.999855404,2.21E-08
LOC101900396,0.21705842,0.99569125,1.14E-05
LOC101900568,0.509149482,0.99569125,2.04E-06
LOC101900745,0.540401956,0.99569125,-1.17E-06
LOC101888608,0.819178394,0.99569125,-3.41E-07
LOC101888785,0.994600793,0.999973094,3.50E-07
LOC101888962,0.608600413,0.99569125,9.14E-07
LOC101889144,0.616039281,0.99569125,-1.64E-06
LOC101900920,0.838807202,0.99569125,1.78E-06
LOC101901099,0.400458506,0.99569125,-3.68E-06
LOC101889320,0.957215739,0.999855404,-7.10E-08
LOC101901375,0.265963923,0.99569125,3.00E-06
LOC101901710,0.545019744,0.99569125,-2.61E-06
LOC101887356,0.671215088,0.99569125,2.88E-06
LOC101887523,0.301099822,0.99569125,1.92E-05
LOC101887695,0.810415996,0.99569125,-1.15E-06
LOC101887976,0.77368957,0.99569125,-2.86E-06
LOC101889494,0.576690263,0.99569125,-1.07E-06
LOC101889654,0.575390806,0.99569125,-1.40E-06
LOC101891948,0.675877647,0.99569125,-7.84E-07
LOC101889829,0.34198417,0.99569125,-1.16E-06
LOC101889999,0.707923098,0.99569125,-2.15E-05
LOC101890162,0.918707608,0.999855404,3.91E-07
LOC101890337,0.016725081,0.99569125,-3.18E-06
LOC101890506,0.102947847,0.99569125,1.17E-05
LOC101892122,0.892860398,0.99850759,-2.79E-07
LOC101890677,0.325293728,0.99569125,5.52E-06
LOC109613528,0.430390825,0.99569125,-1.16E-06
LOC101892460,0.433978786,0.99569125,-3.07E-06
LOC101891483,0.424414891,0.99569125,-2.48E-06
LOC101891135,0.655869216,0.99569125,2.60E-07
LOC101890961,0.452594482,0.99569125,1.39E-06
LOC101892635,0.952452312,0.999855404,4.75E-07
LOC101891665,0.396859313,0.99569125,3.16E-06
LOC101898384,0.143285005,0.99569125,-1.77E-06
LOC101892813,0.520044144,0.99569125,-1.03E-06
LOC101898731,0.721155661,0.99569125,-7.61E-07
LOC101892983,0.081918765,0.99569125,-2.15E-06
LOC101893162,0.464429237,0.99569125,-7.49E-09
LOC101893323,0.97255012,0.999973094,-5.44E-06
LOC101893495,0.724266425,0.99569125,-9.30E-07
LOC101893662,0.338105909,0.99569125,-3.94E-05
LOC101898212,0.389634639,0.99569125,-5.46E-07
LOC101893824,0.838255265,0.99569125,-5.57E-07
LOC101894228,0.610329823,0.99569125,-1.86E-06
LOC101894827,0.753967691,0.99569125,-2.72E-05
LOC101894993,0.250068955,0.99569125,-7.27E-06
LOC101898896,0.900318574,0.99850759,-3.91E-06
LOC101895156,0.519576109,0.99569125,1.28E-05
LOC101895326,0.261332814,0.99569125,-3.65E-06
LOC101895499,0.918757272,0.999855404,1.36E-06
LOC101895795,0.095053507,0.99569125,4.59E-06
LOC101895968,0.652553581,0.99569125,-7.70E-06
LOC105262126,0.607698017,0.99569125,4.02E-06
LOC101896656,0.680906414,0.99569125,-1.18E-06
LOC101896475,0.308869289,0.99569125,-1.21E-05
