,gene_names,Ecoli_Gut_1,Ecoli_Gut_2,Ecoli_Gut_3,Control_Gut_1,Control_Gut_2,Control_Gut_3,Ecoli_Carcass_1,Ecoli_Carcass_2,Ecoli_Carcass_3,Control_Carcass_1,Control_Carcass_2,Control_Carcass_3
7765,LOC101891932,6,5,4,5,6,6,11,9,9,14,10,12
7766,LOC101892277,29,27,28,25,31,28,37,33,32,34,37,40
7767,LOC101892107,30,34,31,36,35,36,42,37,34,42,44,45
7768,LOC101893207,2,1,2,2,3,2,5,5,5,5,6,8
7769,LOC101893368,0,0,0,1,0,0,4,3,3,7,6,5
7770,LOC101892563,3,3,3,3,4,4,4,5,4,5,5,5
7771,LOC101892730,1,1,1,5,2,2,50,76,62,132,65,76
7772,LOC101893535,2,2,2,2,2,2,3,2,3,4,3,3
7773,LOC101893024,4,2,4,3,4,4,7,6,6,7,8,7
7774,LOC101893703,32,12,24,17,21,25,69,80,67,98,78,81
7775,LOC101895907,0,0,0,0,0,0,0,0,0,0,0,0
7776,LOC101893865,5,4,4,5,4,5,20,21,17,25,20,24
7777,LOC101894039,3,2,2,2,4,2,5,5,4,6,5,5
7778,LOC101896073,0,0,0,0,0,0,1,0,0,0,0,0
7779,LOC101894334,164,183,171,176,162,186,44,55,44,59,53,62
7780,LOC101896229,0,0,0,0,0,0,1,2,2,2,2,2
7781,LOC101896399,9,7,10,7,9,9,2,2,1,2,2,3
7782,LOC101896579,1,1,1,1,2,1,2,2,1,1,1,2
7783,LOC101896764,0,0,0,0,1,0,2,3,1,3,3,2
7784,LOC101894499,1,0,0,0,1,1,8,12,9,10,8,11
7785,LOC101894659,13,9,14,13,13,14,5,5,5,8,6,7
7786,LOC101894922,25,23,19,24,21,23,21,21,19,24,23,25
7787,LOC101895083,4,3,4,4,5,4,6,6,6,7,6,6
7788,LOC101895257,1,0,1,1,1,1,1,1,1,1,1,1
7789,LOC101895430,0,0,0,0,0,0,0,0,0,1,1,0
7790,LOC101896934,3,2,1,1,2,1,14,13,14,11,17,15
7791,LOC101898197,0,0,0,0,0,0,0,0,0,0,0,0
7792,LOC101897231,65,70,73,65,79,77,182,170,132,185,178,188
7793,LOC101897411,12,14,15,14,13,13,19,18,19,18,17,19
7794,LOC101897580,43,48,61,39,43,48,23,25,26,23,20,25
7795,LOC101897753,9,6,6,6,9,7,23,24,16,35,28,24
7796,LOC101898021,78,72,79,74,82,82,784,726,569,767,769,806
7797,LOC101898367,3,1,2,2,2,2,5,3,3,5,5,6
7798,LOC101898543,0,0,0,0,0,0,0,0,0,0,0,0
7799,LOC101898716,2,1,2,2,2,2,3,3,4,4,3,2
7800,LOC101899537,0,0,0,0,0,0,1,1,0,1,1,1
7801,LOC101899013,3,3,3,2,3,2,5,5,5,9,5,6
7802,LOC101899866,2,1,1,2,2,2,3,3,3,4,4,3
7803,LOC101899363,9,6,8,8,9,9,9,11,10,15,12,12
7804,LOC101900207,5,3,5,5,5,5,6,6,7,8,7,6
7805,LOC101900607,3,2,3,3,3,3,5,5,4,7,5,6
7806,LOC101901258,12,12,13,10,13,11,32,25,26,23,25,27
7807,LOC101901091,6,6,7,5,6,6,9,9,8,9,8,10
7808,LOC101900792,15,11,12,13,15,15,14,15,12,16,16,16
7809,LOC101888310,2,2,2,2,2,2,2,2,2,3,2,3
7810,LOC101901424,1,0,1,0,0,1,1,1,1,1,1,1
7811,LOC109611604,6,5,5,6,5,6,7,6,8,10,7,8
7812,LOC101901697,8,6,7,6,8,7,7,5,5,6,6,7
7813,LOC101887231,2,2,3,3,2,2,5,4,3,4,4,4
7814,LOC101887509,37,33,47,34,36,42,12,19,13,16,17,13
7815,LOC101887800,44,39,38,33,35,34,41,45,46,45,31,45
7816,LOC101888656,3,3,3,2,3,3,4,4,3,5,3,4
7817,LOC105261854,0,0,0,0,0,0,2,3,2,3,2,3
7818,LOC101888832,0,0,0,0,0,0,0,0,0,0,0,0
7819,LOC101889010,0,0,0,0,0,0,2,2,1,2,2,1
7820,LOC101888135,0,0,0,1,0,0,2,2,2,2,2,1
7821,LOC101887965,0,0,2,1,0,1,0,0,0,0,0,0
7822,LOC101889189,0,0,0,0,0,0,1,1,1,1,1,0
7823,LOC101889365,8,29,5,7,9,6,0,5,0,1,2,2
7824,LOC105261855,19,60,7,14,30,19,0,3,0,1,3,3
7825,LOC101889704,9,24,4,6,13,9,1,2,0,1,2,1
7826,LOC101891408,12,12,13,16,19,12,12,10,11,17,27,17
7827,LOC101889539,7,10,10,9,16,11,11,13,10,14,17,13
7828,LOC101889877,4,7,2,3,4,6,0,0,0,0,0,0
7829,LOC101890041,66,89,77,51,86,88,6,9,7,10,11,8
7830,LOC101890373,451,684,411,425,454,542,28,31,18,31,35,27
7831,LOC101891761,20,21,22,15,21,21,6,6,6,7,7,8
7832,LOC101890543,4,7,6,3,9,7,0,0,0,0,1,1
7833,LOC105261856,0,0,0,0,0,0,0,0,0,0,0,0
7834,LOC101891933,28,31,39,23,43,36,2,2,2,2,3,3
7835,LOC101892278,16,20,20,14,19,17,4,3,2,5,5,5
7836,LOC101890715,27,38,28,24,36,45,7,11,7,10,11,12
7837,LOC101890889,9,10,7,7,12,11,2,3,2,3,3,4
7838,LOC101892622,1,3,2,1,1,1,0,1,0,0,0,0
7839,LOC101892797,0,0,0,0,0,0,0,0,0,0,0,0
7840,LOC101892970,12,22,11,16,17,16,6,10,6,8,11,10
7841,LOC101891061,32,36,29,30,32,38,3,4,3,4,5,5
7842,LOC101893146,4,3,4,5,5,4,10,10,9,10,10,11
7843,LOC101895144,1,1,0,1,1,0,1,1,1,2,1,1
7844,LOC101895314,0,0,0,0,0,0,0,1,0,0,0,0
7845,LOC101893313,1,1,1,1,0,1,1,1,1,2,1,1
7846,LOC105261858,1,0,0,1,1,0,0,1,1,0,1,1
7847,LOC109612719,1,1,1,0,0,0,1,0,1,1,0,1
7848,LOC101895485,0,0,0,1,1,0,0,0,0,1,0,1
7849,LOC101895667,0,1,0,1,1,0,0,1,1,2,1,1
7850,LOC101895841,1,1,1,1,1,1,2,2,2,1,1,2
7851,LOC101896016,1,0,0,0,1,0,0,0,0,0,0,1
7852,LOC101896176,1,0,0,0,0,0,0,1,0,1,0,0
7853,LOC105261432,0,0,0,0,0,0,0,0,0,0,0,0
7854,LOC101896351,1,0,0,0,1,1,1,0,0,0,1,0
7855,LOC109612717,1,1,1,0,1,1,1,1,1,1,2,0
7856,LOC109611605,0,1,1,0,0,0,0,1,0,1,1,2
7857,LOC101896710,0,1,1,0,0,0,1,1,1,2,2,1
7858,LOC101896884,0,1,0,1,0,0,1,1,0,1,1,0
7859,LOC101897054,0,0,0,0,0,0,0,0,0,0,1,1
7860,LOC105261859,0,0,0,0,0,0,0,0,0,0,0,0
7861,LOC101897232,0,0,0,0,0,0,0,0,0,1,1,0
7862,LOC105261860,1,1,2,1,1,1,1,1,1,1,2,1
7863,LOC101893482,5,3,4,4,5,5,14,9,11,12,13,14
7864,LOC101893866,5,5,3,6,4,4,9,9,8,10,9,11
7865,LOC101894040,1,2,1,1,1,1,0,0,0,0,0,0
7866,LOC101894214,0,1,0,0,0,0,1,1,0,1,1,1
7867,LOC101894385,19,18,18,16,19,19,10,8,7,12,10,11
7868,LOC101894550,108,62,77,107,97,91,57,54,53,63,61,64
7869,LOC101898198,1,0,1,1,1,1,4,3,3,3,5,4
7870,LOC101897581,34,22,30,27,32,28,36,34,32,39,38,40
7871,LOC101897754,11,11,13,9,9,9,17,9,9,11,16,15
7872,LOC101897412,16,12,14,14,14,15,17,15,15,16,16,18
7873,LOC101898368,0,0,0,0,0,0,0,0,0,0,0,0
7874,LOC101897917,3,1,2,2,3,2,3,4,4,5,3,3
7875,LOC101898544,2,1,1,1,1,1,2,3,3,2,2,3
7876,LOC101898717,0,0,0,0,0,0,0,0,0,0,0,0
7877,LOC101898882,18,9,19,15,13,18,15,16,14,17,16,15
7878,LOC101899304,1671,2046,1615,1732,1760,1577,1528,1715,1585,1870,1559,1676
7879,LOC101899480,11,9,9,12,12,10,16,13,14,18,13,15
7880,LOC101900673,0,0,0,0,0,1,1,1,1,2,1,1
7881,LOC101899807,19,19,19,17,21,21,27,24,21,28,25,29
7882,LOC101899639,14,23,15,24,16,16,28,30,24,39,32,32
7883,LOC101899979,1,1,2,2,2,1,58,56,51,57,57,65
7884,LOC101900152,558,592,576,519,635,606,1440,1259,1163,1378,1363,1491
7885,LOC101901023,0,0,1,0,0,0,1,2,1,1,1,2
7886,LOC101900327,149,168,146,148,157,150,193,210,180,212,192,207
7887,LOC101900498,10,5,9,9,10,10,10,8,9,12,12,12
7888,LOC101901197,0,0,0,0,0,0,1,0,1,1,1,1
7889,LOC101901364,7,5,8,10,9,8,1,1,1,2,1,1
7890,LOC101901636,7,6,7,6,8,8,7,6,5,7,7,7
7891,LOC101887636,42,36,44,35,44,34,25,24,23,27,28,26
7892,LOC101887459,20,15,22,13,16,19,23,25,20,32,22,25
7893,LOC101887290,5,4,4,4,4,4,7,7,6,8,8,7
7894,LOC101887801,0,0,0,0,0,0,0,0,0,0,0,0
7895,LOC101887966,0,1,2,0,1,1,1,1,2,0,1,0
7896,LOC101888136,0,0,0,1,1,0,2,2,3,2,2,2
7897,LOC101888311,1,1,1,1,1,2,2,2,2,3,2,4
7898,LOC101888486,89,103,79,85,92,93,221,231,177,240,236,248
7899,LOC101889011,2,1,1,1,2,1,4,3,3,3,4,4
7900,LOC101888657,48,41,45,26,44,37,5,4,6,6,6,5
7901,LOC101888833,1,1,1,1,1,1,1,2,2,2,2,1
7902,LOC101889190,1,0,0,1,1,0,1,1,1,1,2,0
7903,LOC101889366,49,55,49,55,44,47,57,47,49,55,55,60
7904,LOC101890432,19,13,14,15,21,16,21,24,17,23,22,21
7905,LOC101890600,23,20,16,19,37,22,22,22,18,24,21,27
7906,LOC101891184,4,5,4,3,5,4,0,0,0,0,0,0
7907,LOC101890771,143,140,132,180,150,138,249,221,210,236,255,233
7908,LOC101891353,0,0,0,0,0,0,0,0,0,0,0,0
7909,LOC101891531,13,11,8,11,16,11,0,0,0,1,0,0
7910,LOC101891705,0,0,0,0,0,0,0,1,0,0,0,1
7911,LOC101892855,0,0,0,0,0,0,0,0,0,0,0,0
7912,LOC101891874,0,0,0,0,0,0,0,0,0,0,0,0
7913,LOC101892048,23,19,19,16,21,18,23,23,20,24,21,25
7914,LOC101893025,1,1,1,1,1,1,1,2,1,2,2,3
7915,LOC101893208,2,2,2,2,2,2,4,4,4,4,4,4
7916,LOC109612725,3,2,2,3,3,2,3,3,3,4,3,4
7917,LOC109612726,3,2,1,2,2,1,2,2,2,2,2,1
7918,LOC101893704,2,1,1,2,2,2,3,3,2,3,2,3
7919,LOC101893369,1,1,1,1,1,1,2,2,2,3,2,2
7920,LOC101892220,0,0,0,0,0,0,3,3,3,3,3,3
7921,LOC101892501,0,0,0,0,0,0,0,0,0,0,0,0
7922,LOC101894386,0,0,0,0,0,0,0,0,0,0,0,0
7923,LOC101894041,60,63,54,143,76,103,2208,1653,1582,1389,1869,1803
7924,LOC101894551,0,0,0,0,0,0,0,0,1,0,0,0
7925,LOC101896765,1,1,1,1,1,1,3,3,3,3,3,3
7926,LOC101894710,73,86,72,74,75,72,156,122,123,122,111,140
7927,LOC101894871,16,13,16,16,15,16,15,15,14,20,15,17
7928,LOC101895035,2111,1605,1880,2290,2486,2327,484,461,418,501,565,478
7929,LOC101896400,34,31,29,38,27,27,86,104,92,86,94,108
7930,LOC101896123,150,166,160,139,164,169,216,213,206,205,207,224
7931,LOC101895842,7,4,5,6,7,6,10,8,8,8,9,9
7932,LOC101895315,4,3,3,4,4,3,5,5,4,6,6,6
7933,LOC101896580,31,24,25,32,33,26,22,25,26,20,15,21
7934,LOC101896935,1,0,1,1,1,1,1,1,1,2,2,1
7935,LOC105261864,0,0,0,0,0,0,56,15,131,37,81,5
7936,LOC101897111,1,0,1,1,1,0,2,2,2,2,2,1
7937,LOC101899481,39,21,40,45,48,44,61,56,52,74,67,64
7938,LOC101899867,5,4,5,5,5,6,16,14,13,19,19,17
7939,LOC101900153,32,25,28,34,32,36,120,117,96,97,114,107
7940,LOC101900328,4,3,4,4,4,4,2,2,2,2,2,2
7941,LOC101900499,5,4,6,6,6,5,13,10,9,12,11,12
7942,LOC101900674,5,4,4,3,3,5,5,4,3,5,4,6
7943,LOC101900851,0,0,0,0,0,0,1,0,1,1,0,1
7944,LOC101901144,5,3,4,4,4,4,5,4,4,6,6,5
7945,LOC101901313,47,49,36,33,49,48,55,47,39,49,53,52
7946,LOC101901473,8,4,6,6,7,7,9,7,8,8,9,10
7947,LOC105261866,0,0,0,0,0,0,0,0,0,0,0,0
7948,LOC101901756,7,5,7,5,6,7,9,7,7,9,9,9
7949,LOC109612752,2,2,1,1,2,2,0,2,1,1,0,2
7950,LOC101887291,37,41,40,47,48,45,63,69,47,30,70,50
7951,LOC101887578,0,0,0,0,0,0,1,0,1,0,0,0
7952,LOC101887742,0,0,0,0,0,0,6,7,6,7,8,7
7953,LOC109612754,0,0,0,0,0,1,2,2,3,6,6,3
7954,LOC109612753,0,0,1,0,1,0,5,3,5,6,5,5
7955,LOC101887905,0,0,0,0,0,0,0,0,0,0,0,0
7956,LOC101888075,7,5,7,5,7,8,8,6,7,6,8,10
7957,LOC101889012,11,10,12,13,12,14,18,18,16,16,22,15
7958,LOC101888592,0,0,0,0,1,0,3,4,3,3,2,3
7959,LOC101888427,16,18,17,14,21,19,23,28,29,33,27,31
7960,LOC101888255,274,231,281,244,306,307,1973,1748,1453,1783,1906,1912
7961,LOC101889191,30,28,30,42,38,38,2,2,3,2,2,4
7962,LOC101889367,19,14,19,14,19,18,29,21,23,26,26,31
7963,LOC101890200,0,0,0,0,0,0,1,2,2,2,2,2
7964,LOC101890374,0,0,0,0,0,0,0,0,0,0,0,0
7965,LOC101890544,0,0,0,0,0,0,0,0,0,0,0,0
7966,LOC101890716,0,0,0,0,0,0,0,0,0,0,0,0
7967,LOC101890890,0,0,0,0,0,0,0,0,0,0,0,0
7968,LOC101889540,21,26,21,21,23,21,17,17,15,15,19,21
7969,LOC101889705,9,6,10,7,9,9,14,17,15,18,17,21
7970,LOC101889878,14,16,14,11,15,13,14,13,11,13,13,15
7971,LOC101890042,5,4,6,5,4,5,6,6,6,7,7,6
7972,LOC101891062,1,0,1,1,1,1,0,0,0,0,0,0
7973,LOC101891235,19,35,15,18,9,7,1,1,0,2,0,2
7974,LOC101891409,1,1,1,1,1,1,0,0,0,0,1,0
7975,LOC101891589,0,0,0,0,0,0,1,1,1,1,1,1
7976,LOC109612757,0,0,0,0,0,0,0,0,0,0,0,0
7977,LOC101893370,0,0,0,0,1,0,11,8,9,9,7,13
7978,LOC101891934,27,46,34,45,38,32,227,269,178,347,296,274
7979,LOC101892221,31,31,30,30,34,33,44,49,40,59,47,49
7980,LOC101892391,5,3,3,2,3,3,4,6,4,8,4,6
7981,LOC101892564,29,22,30,25,29,30,21,18,17,21,20,23
7982,LOC101892731,12,9,10,9,12,10,14,13,12,14,13,15
7983,LOC101892909,4,3,3,4,4,3,4,3,3,3,3,4
7984,LOC101893209,29,26,29,26,31,29,52,44,39,44,44,51
7985,LOC101893537,7,7,7,7,9,7,19,29,20,29,25,27
7986,LOC101893868,0,0,0,0,0,0,0,0,0,0,0,0
7987,LOC101893705,0,0,0,0,0,0,0,0,0,0,0,0
7988,LOC101894042,2,1,2,2,2,2,9,12,7,13,12,11
7989,LOC101894335,0,0,0,0,1,0,2,1,1,2,2,1
7990,LOC101896291,0,0,0,0,0,0,0,0,0,1,1,1
7991,LOC101896462,0,0,0,0,0,0,0,1,0,1,0,1
7992,LOC101896643,0,0,0,0,0,0,0,0,0,0,0,0
7993,LOC105261867,2,3,2,5,2,3,4,4,3,6,5,3
7994,LOC101897684,0,0,0,0,0,0,0,0,0,0,0,0
7995,LOC101897512,12,8,14,8,10,11,17,14,15,13,14,18
7996,LOC101897856,0,0,0,0,0,0,0,0,0,1,0,0
7997,LOC101898022,0,0,0,0,0,0,0,0,0,0,0,0
7998,LOC109612777,0,0,0,0,1,0,1,1,1,1,1,2
7999,LOC101899064,0,0,0,0,0,0,1,0,1,1,1,1
8000,LOC101899236,1,0,1,1,1,0,1,1,1,1,1,1
8001,LOC101898369,31,25,25,28,31,30,22,21,16,25,23,23
8002,LOC101898545,1,1,2,1,2,2,5,4,3,5,4,5
8003,LOC101899418,1,1,1,1,1,1,2,1,1,1,1,1
8004,LOC101898718,8,7,10,6,7,7,12,8,10,9,8,10
8005,LOC101898883,6,5,5,7,7,6,7,7,6,10,9,8
8006,LOC101899587,0,0,0,0,0,0,0,0,0,0,0,0
8007,LOC101888946,0,0,0,0,0,0,0,0,0,0,0,0
8008,LOC101899748,0,0,0,0,0,0,0,0,0,0,0,0
8009,LOC101899921,0,0,0,0,0,0,0,0,0,0,0,0
8010,LOC101900091,0,0,0,0,0,0,0,0,0,0,0,0
8011,LOC101900384,0,0,0,0,0,0,0,0,1,0,0,1
8012,LOC101900557,0,0,0,0,0,0,0,0,0,0,0,0
8013,LOC101900734,0,0,0,0,0,0,0,0,0,0,0,0
8014,LOC101900912,0,0,0,0,0,0,0,0,0,0,0,0
8015,LOC101901259,0,0,0,0,0,0,0,0,0,0,0,0
8016,LOC101889642,0,0,0,0,0,0,0,0,0,0,0,0
8017,LOC101889480,0,0,0,0,0,0,0,0,0,0,0,0
8018,LOC101901092,0,0,0,0,0,0,0,0,0,0,0,0
8019,LOC101901530,0,0,0,0,0,0,0,0,0,0,0,0
8020,LOC101901698,0,0,0,0,0,0,0,0,0,0,0,0
8021,LOC101887232,0,0,0,0,0,0,0,0,0,0,0,0
8022,LOC101887403,0,0,0,0,0,0,0,0,0,0,0,0
8023,LOC101887579,0,0,0,0,0,0,0,0,0,0,0,0
8024,LOC101887743,0,0,0,0,0,0,0,0,0,0,0,0
8025,LOC101887906,0,0,0,0,0,0,0,0,0,0,0,0
8026,LOC101888076,5,1,5,2,13,10,294,276,216,172,277,252
8027,LOC101888256,4,4,4,10,7,2,381,405,373,509,355,377
8028,LOC101888428,25,17,28,20,25,37,13,14,14,13,17,17
8029,LOC101889815,0,0,0,1,1,0,2,1,2,2,2,2
8030,LOC101888593,1,0,0,1,11,1,258,205,176,265,227,235
8031,LOC101890321,0,0,0,0,0,1,0,0,0,0,0,0
8032,LOC101890149,16,17,14,24,20,18,29,29,26,27,27,30
8033,LOC101890662,2,1,1,2,2,1,2,2,2,2,2,2
8034,LOC101890492,1,0,0,1,1,0,1,1,1,1,1,0
8035,LOC101891994,9,4,8,6,8,8,3,2,2,3,3,3
8036,LOC101892167,6,4,7,5,5,6,0,1,0,0,1,0
8037,LOC105261869,1,0,0,0,0,0,2,0,0,0,0,0
8038,LOC105261870,1,0,0,0,0,0,0,0,0,0,0,0
8039,LOC105261868,220,162,48,2,68,48,1,0,0,0,0,0
8040,LOC101890945,80,67,94,66,59,40,1,0,2,0,0,1
8041,LOC101891119,79,64,83,15,24,22,0,0,0,0,0,0
8042,LOC101892335,573,519,355,101,211,279,1,0,0,0,2,0
8043,LOC101891291,9,9,9,7,10,11,17,12,14,19,20,15
8044,LOC101891590,13,6,10,12,12,11,16,14,14,15,18,15
8045,LOC101892502,1,0,1,1,1,1,12,9,12,11,14,12
8046,LOC101892678,2,2,1,1,1,1,2,2,2,3,2,2
8047,LOC101892856,4,1,3,4,4,3,6,7,6,7,8,7
8048,LOC105261871,3,1,2,2,0,0,1,6,0,6,5,4
8049,LOC101893147,5,3,5,6,6,5,3,2,3,3,3,3
8050,LOC101893314,0,0,0,0,1,0,0,0,0,0,0,0
8051,LOC101893483,0,0,0,0,0,0,0,0,0,0,0,0
8052,LOC109612782,0,0,0,0,0,0,0,0,0,0,0,0
8053,LOC101893649,1,1,1,1,1,1,2,2,1,3,2,3
8054,LOC101893814,1,1,1,1,1,1,1,1,1,1,1,1
8055,LOC101894165,0,0,0,0,0,0,1,1,1,1,1,1
8056,LOC101894336,2,1,1,1,1,1,5,5,5,6,5,4
8057,LOC101894817,2,2,1,1,1,1,6,5,4,6,6,5
8058,LOC101894500,38,36,37,41,44,40,34,26,30,35,33,32
8059,LOC101894982,2,2,2,2,2,2,5,5,5,6,6,5
8060,LOC105261875,0,0,0,0,0,0,3,4,5,5,5,3
8061,LOC101894660,9,5,8,7,8,8,7,6,6,8,8,9
8062,LOC101895145,1,0,0,0,1,0,1,1,1,1,1,0
8063,LOC101895316,27,27,59,20,31,56,34,37,46,36,31,59
8064,LOC101895607,17,4,15,14,6,17,8,5,11,8,4,13
8065,LOC101895781,23,18,28,29,27,27,38,34,38,56,47,49
8066,LOC101896292,1,1,1,2,2,2,4,3,4,5,5,4
8067,LOC101896463,1,1,1,0,1,1,1,1,1,1,1,1
8068,LOC101897513,9,9,9,9,10,8,10,7,7,10,8,8
8069,LOC101896644,80,65,83,62,73,78,68,74,62,76,65,74
8070,LOC101896824,7,4,6,8,8,7,53,51,39,67,61,57
8071,LOC101897347,11,9,13,10,13,14,33,22,29,29,27,35
8072,LOC101897857,13,7,12,12,13,12,2,2,3,3,3,2
8073,LOC101898200,2,0,0,1,2,0,0,0,0,7,0,4
8074,LOC101898023,14,11,20,8,9,14,11,9,9,7,14,8
8075,LOC101898370,0,0,0,0,0,0,0,0,0,0,0,0
8076,LOC101898546,0,0,0,0,0,0,0,0,0,0,0,0
8077,LOC109612784,0,0,0,0,0,0,0,0,0,0,1,0
8078,LOC101898719,0,0,0,0,0,0,0,1,0,1,0,0
8079,LOC101898884,578,620,552,556,639,496,542,463,636,448,426,533
8080,LOC101899065,5,1,3,4,6,2,11,1,6,1,1,2
8081,LOC101899237,15,18,23,14,25,15,74,51,69,23,59,71
8082,LOC101900092,0,0,0,0,0,0,1,1,1,1,1,1
8083,LOC101900268,1,2,2,3,3,2,0,0,0,0,0,0
8084,LOC101899588,3,2,3,3,4,3,4,4,3,5,5,5
8085,LOC101899419,550,563,565,466,548,509,183,184,166,177,190,217
8086,LOC101899749,49,34,42,24,46,39,8,8,8,6,12,11
8087,LOC101899922,2,1,1,2,1,2,4,4,3,3,5,4
8088,LOC101900675,1,0,1,1,1,1,3,3,3,3,4,3
8089,LOC101900852,3,2,3,4,4,3,4,3,3,4,4,3
8090,LOC101901024,2,1,2,2,2,2,2,2,2,3,3,1
8091,LOC101901314,1,0,0,1,1,0,10,6,8,9,9,9
8092,LOC101901589,3,4,3,4,3,3,4,5,3,5,5,5
8093,LOC101901757,24,35,24,42,29,26,88,100,76,110,86,108
8094,LOC101887744,3,2,3,2,3,4,8,3,4,8,4,6
8095,LOC101887580,5,5,5,6,4,5,6,6,6,8,8,8
8096,LOC101887292,3,2,3,3,3,3,5,7,5,8,6,7
8097,LOC101887907,13,13,12,13,15,16,15,14,14,16,17,17
8098,LOC101889127,0,0,0,0,0,0,1,1,1,1,1,1
8099,LOC101889306,3,1,2,3,3,2,5,4,4,6,5,6
8100,LOC101888363,67,55,58,56,70,62,62,63,61,62,58,71
8101,LOC101889481,11,4,4,5,15,8,4,3,4,2,6,6
8102,LOC101888947,21,22,23,15,18,17,10,9,8,9,9,6
8103,LOC101888770,124,126,107,124,164,130,1,2,2,2,4,2
8104,LOC101889987,0,0,0,0,0,0,0,0,0,0,0,0
8105,LOC101889643,0,0,0,0,0,0,1,1,1,1,2,2
8106,LOC101889816,29,21,22,17,25,25,24,20,27,15,24,24
8107,LOC101890150,0,0,0,0,0,0,0,0,0,0,0,0
8108,LOC101890322,0,0,0,0,0,0,0,0,0,0,0,0
8109,LOC101890493,0,0,0,0,0,0,0,0,0,0,0,0
8110,LOC101890663,0,0,0,0,0,0,0,0,0,0,0,0
8111,LOC101890837,0,0,0,0,0,0,0,0,0,0,0,0
8112,LOC101891011,0,0,0,0,0,0,0,0,0,0,0,0
8113,LOC101891185,0,0,0,0,0,0,0,0,0,0,0,0
8114,LOC101891354,4,3,3,3,3,4,5,4,6,6,7,6
8115,LOC101891762,10,7,11,5,8,9,8,10,9,11,9,10
8116,LOC101891935,14,13,15,15,15,17,13,13,11,13,12,13
8117,LOC101892279,18,14,16,13,17,17,27,25,19,23,24,27
8118,LOC101892109,15,13,16,14,16,15,9,8,9,11,11,11
8119,LOC101892448,4,3,3,3,3,4,5,5,4,4,5,5
8120,LOC101892623,9,6,7,7,9,7,9,8,8,11,11,11
8121,LOC101893484,0,0,0,0,0,0,0,0,0,0,0,1
8122,LOC101893650,0,0,0,0,0,0,24,22,19,24,27,20
8123,LOC101893815,0,0,0,0,0,0,1,1,2,1,1,1
8124,LOC101893990,9,6,13,18,10,9,1,3,3,2,2,2
8125,LOC101894166,1,2,1,2,1,1,7,6,5,7,7,6
8126,LOC101894711,1,1,1,1,1,1,5,5,5,7,6,5
8127,LOC101894552,0,0,0,0,0,0,0,0,0,0,0,0
8128,LOC101895668,0,0,0,0,1,0,2,3,2,4,2,3
8129,LOC101894983,71,52,64,70,79,73,781,677,532,792,751,831
8130,LOC101895317,0,0,0,0,0,0,5,7,6,7,6,8
8131,LOC101895486,1828,2209,2044,1945,1903,1788,1803,1995,1804,2103,1727,1995
8132,LOC101895843,6,6,6,7,6,5,29,38,30,37,29,39
8133,LOC101896017,0,0,0,0,1,0,5,7,6,5,5,8
8134,LOC101896177,6,4,5,5,6,6,7,5,6,6,6,6
8135,LOC101896464,3,2,2,2,3,2,5,6,6,6,5,6
8136,LOC101896645,3,2,2,2,2,1,5,4,3,4,5,4
8137,LOC101897413,0,1,1,1,1,1,1,0,1,0,0,0
8138,LOC109612796,1,1,1,1,2,1,1,1,1,1,1,1
8139,LOC101897055,1,1,1,1,2,1,2,3,3,3,3,3
8140,LOC101897233,3,3,4,2,3,3,2,2,3,4,3,3
8141,LOC101897755,1,1,1,1,1,1,2,2,2,2,2,1
8142,LOC101898087,0,0,0,0,0,0,1,0,1,0,0,1
8143,LOC109612793,0,0,0,0,0,0,0,0,0,0,0,0
8144,LOC109612794,0,0,0,0,0,0,0,0,0,0,0,0
8145,LOC109612795,0,0,0,0,0,0,0,0,0,0,0,0
8146,LOC101900432,20,17,19,22,22,19,48,44,37,37,50,47
8147,LOC101898786,130,218,132,132,146,116,77,92,64,80,86,88
8148,LOC101900608,0,0,0,0,0,0,0,0,0,0,0,0
8149,LOC101899238,2,2,3,4,2,2,4,4,3,6,4,5
8150,LOC101898955,6,2,6,3,4,5,7,9,7,8,6,7
8151,LOC101900793,2,2,2,1,2,2,3,4,4,4,3,4
8152,LOC101899420,0,0,0,0,0,0,0,0,0,1,0,0
8153,LOC101899589,0,0,0,0,0,0,0,0,0,0,0,0
8154,LOC101899750,3832,277,4565,3366,1366,2700,770,1239,1,858,1429,788
8155,LOC101900968,0,0,0,0,0,0,0,0,0,0,0,0
8156,LOC101899923,12,3,17,17,8,11,2,4,0,4,2,1
8157,LOC101900093,2014,16,2766,874,666,1260,364,396,0,383,681,740
8158,LOC101901637,0,0,0,0,0,0,0,0,0,0,0,0
8159,LOC101900269,1343,221,1186,2312,940,1019,33,602,0,530,53,15
8160,LOC101901802,0,0,0,0,0,0,0,0,0,0,0,0
8161,LOC101887341,0,0,0,0,0,0,0,0,0,0,0,0
8162,LOC101888948,8,4,5,5,8,8,3,3,4,4,5,4
8163,LOC101887510,4,4,4,4,5,4,4,4,3,4,3,4
8164,LOC101887681,1,0,1,1,1,1,1,1,2,1,1,2
8165,LOC101887967,12,11,15,12,13,13,20,18,16,21,16,22
8166,LOC101888137,19,13,20,19,19,19,12,10,9,12,12,13
8167,LOC101888312,46,40,46,36,45,44,40,38,33,38,44,40
8168,LOC101888594,5,2,4,4,5,5,3,4,3,4,4,4
8169,LOC101889128,0,0,0,0,0,0,0,0,0,0,0,0
